Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
1021,Estimates,Turkmenistan,c,795,1950-1955,17,79,79,48,37,25,9
1022,Estimates,Turkmenistan,c,795,1955-1960,14,85,87,65,39,24,9
1023,Estimates,Turkmenistan,c,795,1960-1965,13,94,105,86,60,26,9
1024,Estimates,Turkmenistan,c,795,1965-1970,14,88,94,89,67,30,7
1025,Estimates,Turkmenistan,c,795,1970-1975,18,127,96,82,70,31,7
1026,Estimates,Turkmenistan,c,795,1975-1980,18,162,129,71,51,26,5
1027,Estimates,Turkmenistan,c,795,1980-1985,18,188,182,89,41,17,3
1028,Estimates,Turkmenistan,c,795,1985-1990,20,197,226,122,49,12,2
1029,Estimates,Turkmenistan,c,795,1990-1995,26,201,224,133,50,11,1
1030,Estimates,Turkmenistan,c,795,1995-2000,29,187,181,99,38,8,1
1031,Estimates,Turkmenistan,c,795,2000-2005,31,192,184,91,35,7,1
1032,Estimates,Turkmenistan,c,795,2005-2010,29,189,188,94,35,6,1
1033,Estimates,Uzbekistan,c,860,1950-1955,93,368,397,255,238,72,70
1034,Estimates,Uzbekistan,c,860,1955-1960,108,484,513,381,247,58,65
1035,Estimates,Uzbekistan,c,860,1960-1965,66,528,613,490,345,52,52
1036,Estimates,Uzbekistan,c,860,1965-1970,98,526,578,540,383,57,42
1037,Estimates,Uzbekistan,c,860,1970-1975,169,768,553,483,376,54,46
1038,Estimates,Uzbekistan,c,860,1975-1980,229,1045,729,398,268,51,45
1039,Estimates,Uzbekistan,c,860,1980-1985,155,1213,926,456,187,38,39
1040,Estimates,Uzbekistan,c,860,1985-1990,201,1350,1081,543,195,30,31
1041,Estimates,Uzbekistan,c,860,1990-1995,366,1389,983,518,171,30,20
1042,Estimates,Uzbekistan,c,860,1995-2000,314,1314,833,416,136,25,17
1043,Estimates,Uzbekistan,c,860,2000-2005,356,1180,773,353,105,32,25
1044,Estimates,Uzbekistan,c,860,2005-2010,375,1303,837,378,106,34,30
1045,Estimates,Southern Asia,,5501,1950-1955,16460,29737,28754,20614,12317,5156,1295
1046,Estimates,Southern Asia,,5501,1955-1960,17123,32320,31469,22493,13398,5557,1432
1047,Estimates,Southern Asia,,5501,1960-1965,17890,34240,33649,24783,14719,6101,1508
1048,Estimates,Southern Asia,,5501,1965-1970,20762,37400,35065,26394,15812,6598,1609
1049,Estimates,Southern Asia,,5501,1970-1975,24058,43407,36111,26103,15565,6297,1671
1050,Estimates,Southern Asia,,5501,1975-1980,27227,51437,40187,25878,15026,6098,1583
1051,Estimates,Southern Asia,,5501,1980-1985,30251,57893,44897,26728,13996,5694,1462
1052,Estimates,Southern Asia,,5501,1985-1990,32529,63398,47494,27552,13568,5130,1280
1053,Estimates,Southern Asia,,5501,1990-1995,32665,65599,48089,26934,13064,4606,1032
1054,Estimates,Southern Asia,,5501,1995-2000,30882,67650,48756,26477,12429,4374,980
1055,Estimates,Southern Asia,,5501,2000-2005,27215,70051,50312,25606,11457,3956,989
1056,Estimates,Southern Asia,,5501,2005-2010,21004,71365,52972,25191,10369,3446,960
1057,Estimates,Afghanistan,c,4,1950-1955,289,537,496,360,245,115,29
1058,Estimates,Afghanistan,c,4,1955-1960,317,587,540,391,264,123,31
1059,Estimates,Afghanistan,c,4,1960-1965,360,648,595,429,289,134,34
1060,Estimates,Afghanistan,c,4,1965-1970,396,740,660,476,320,148,37
1061,Estimates,Afghanistan,c,4,1970-1975,435,817,758,531,357,165,41
1062,Estimates,Afghanistan,c,4,1975-1980,499,852,788,593,384,180,44
1063,Estimates,Afghanistan,c,4,1980-1985,500,811,706,566,379,169,40
1064,Estimates,Afghanistan,c,4,1985-1990,491,753,641,505,354,168,37
1065,Estimates,Afghanistan,c,4,1990-1995,636,964,808,620,409,204,54
1066,Estimates,Afghanistan,c,4,1995-2000,828,1302,1111,808,514,237,77
1067,Estimates,Afghanistan,c,4,2000-2005,875,1515,1300,898,538,237,76
1068,Estimates,Afghanistan,c,4,2005-2010,824,1600,1377,942,532,221,55
1069,Estimates,Bangladesh,c,50,1950-1955,2946,2704,2170,1243,563,138,47
1070,Estimates,Bangladesh,c,50,1955-1960,2949,3081,2535,1594,784,228,72
1071,Estimates,Bangladesh,c,50,1960-1965,2991,3482,2892,1941,1030,343,103
1072,Estimates,Bangladesh,c,50,1965-1970,3268,3950,3265,2288,1280,473,135
1073,Estimates,Bangladesh,c,50,1970-1975,3448,4202,3527,2607,1519,597,160
1074,Estimates,Bangladesh,c,50,1975-1980,3845,4616,3501,2663,1675,669,166
1075,Estimates,Bangladesh,c,50,1980-1985,4518,5468,3655,2381,1552,644,149
1076,Estimates,Bangladesh,c,50,1985-1990,4717,5947,4090,2213,1232,525,120
1077,Estimates,Bangladesh,c,50,1990-1995,4690,5937,4306,2296,1042,334,73
1078,Estimates,Bangladesh,c,50,1995-2000,4451,5917,4219,2299,1006,260,41
1079,Estimates,Bangladesh,c,50,2000-2005,3977,5931,4142,2146,948,255,36
1080,Estimates,Bangladesh,c,50,2005-2010,3413,5633,3972,1983,810,229,48
1081,Estimates,Bhutan,c,64,1950-1955,5,13,13,9,5,2,0
1082,Estimates,Bhutan,c,64,1955-1960,6,14,15,11,6,2,0
1083,Estimates,Bhutan,c,64,1960-1965,7,16,16,12,7,2,0
1084,Estimates,Bhutan,c,64,1965-1970,7,18,18,13,8,2,0
1085,Estimates,Bhutan,c,64,1970-1975,8,20,21,15,9,3,1
1086,Estimates,Bhutan,c,64,1975-1980,10,22,24,18,10,3,1
1087,Estimates,Bhutan,c,64,1980-1985,11,26,24,18,11,4,1
1088,Estimates,Bhutan,c,64,1985-1990,14,30,26,17,10,4,1
1089,Estimates,Bhutan,c,64,1990-1995,14,29,23,13,8,3,1
1090,Estimates,Bhutan,c,64,1995-2000,14,27,20,11,6,3,1
1091,Estimates,Bhutan,c,64,2000-2005,12,26,19,10,5,2,1
1092,Estimates,Bhutan,c,64,2005-2010,10,25,20,11,5,2,0
1093,Estimates,India,c,356,1950-1955,10860,22133,22031,16028,9729,4145,1058
1094,Estimates,India,c,356,1955-1960,11266,23848,23898,17095,10273,4355,1154
1095,Estimates,India,c,356,1960-1965,11782,24887,25214,18644,11036,4633,1169
1096,Estimates,India,c,356,1965-1970,14124,27039,25689,19488,11617,4846,1190
1097,Estimates,India,c,356,1970-1975,16829,32013,25908,18477,10883,4300,1180
1098,Estimates,India,c,356,1975-1980,18980,38187,29033,17671,9864,3856,1035
1099,Estimates,India,c,356,1980-1985,20812,42278,32081,18034,8610,3322,907
1100,Estimates,India,c,356,1985-1990,22781,46546,33128,18135,8130,2806,756
1101,Estimates,India,c,356,1990-1995,23131,48732,33403,17214,7756,2565,576
1102,Estimates,India,c,356,1995-2000,21745,50374,33933,16798,7275,2520,569
1103,Estimates,India,c,356,2000-2005,19080,52732,35390,16443,6805,2298,605
1104,Estimates,India,c,356,2005-2010,13940,53808,36837,15594,5910,1891,557
1105,Estimates,Iran (Islamic Republic of),c,364,1950-1955,665,1315,1170,808,446,191,57
1106,Estimates,Iran (Islamic Republic of),c,364,1955-1960,662,1383,1259,951,563,204,57
1107,Estimates,Iran (Islamic Republic of),c,364,1960-1965,737,1380,1326,1027,666,260,61
1108,Estimates,Iran (Islamic Republic of),c,364,1965-1970,949,1491,1284,1050,700,299,76
1109,Estimates,Iran (Islamic Republic of),c,364,1970-1975,1122,1855,1342,986,695,308,86
1110,Estimates,Iran (Islamic Republic of),c,364,1975-1980,1319,2314,1787,1117,712,353,97
1111,Estimates,Iran (Islamic Republic of),c,364,1980-1985,1513,2728,2399,1605,874,392,104
1112,Estimates,Iran (Islamic Republic of),c,364,1985-1990,1436,2655,2428,1818,1069,408,92
1113,Estimates,Iran (Islamic Republic of),c,364,1990-1995,1173,2280,2002,1444,874,347,67
1114,Estimates,Iran (Islamic Republic of),c,364,1995-2000,926,2042,1706,1070,551,207,43
1115,Estimates,Iran (Islamic Republic of),c,364,2000-2005,742,2022,1739,982,441,133,28
1116,Estimates,Iran (Islamic Republic of),c,364,2005-2010,640,2096,2168,1235,489,126,28
1117,Estimates,Maldives,c,462,1950-1955,3,5,4,3,1,0,0
1118,Estimates,Maldives,c,462,1955-1960,4,7,5,4,2,1,0
1119,Estimates,Maldives,c,462,1960-1965,4,8,7,5,2,1,0
1120,Estimates,Maldives,c,462,1965-1970,4,8,8,6,2,1,0
1121,Estimates,Maldives,c,462,1970-1975,5,7,7,6,3,1,0
1122,Estimates,Maldives,c,462,1975-1980,7,9,6,5,3,1,0
1123,Estimates,Maldives,c,462,1980-1985,9,12,9,5,3,1,0
1124,Estimates,Maldives,c,462,1985-1990,9,14,12,6,3,1,0
1125,Estimates,Maldives,c,462,1990-1995,6,12,11,7,4,1,0
1126,Estimates,Maldives,c,462,1995-2000,4,11,9,7,4,2,0
1127,Estimates,Maldives,c,462,2000-2005,2,10,8,6,3,1,0
1128,Estimates,Maldives,c,462,2005-2010,1,12,11,7,3,1,0
1129,Estimates,Nepal,c,524,1950-1955,197,457,455,343,219,108,28
1130,Estimates,Nepal,c,524,1955-1960,216,497,492,376,237,115,31
1131,Estimates,Nepal,c,524,1960-1965,226,549,538,408,261,126,33
1132,Estimates,Nepal,c,524,1965-1970,248,586,603,453,285,134,35
1133,Estimates,Nepal,c,524,1970-1975,302,649,635,501,306,134,35
1134,Estimates,Nepal,c,524,1975-1980,378,766,670,506,323,133,33
1135,Estimates,Nepal,c,524,1980-1985,484,897,739,504,311,128,29
1136,Estimates,Nepal,c,524,1985-1990,576,1026,799,528,293,113,25
1137,Estimates,Nepal,c,524,1990-1995,665,1149,816,501,271,98,19
1138,Estimates,Nepal,c,524,1995-2000,741,1307,873,490,248,89,15
1139,Estimates,Nepal,c,524,2000-2005,733,1345,884,462,219,80,13
1140,Estimates,Nepal,c,524,2005-2010,663,1292,758,373,177,69,11
1141,Estimates,Pakistan,c,586,1950-1955,1299,2150,1993,1524,940,397,69
1142,Estimates,Pakistan,c,586,1955-1960,1478,2430,2253,1727,1070,457,79
1143,Estimates,Pakistan,c,586,1960-1965,1543,2784,2587,1969,1218,526,99
1144,Estimates,Pakistan,c,586,1965-1970,1546,3060,3019,2247,1387,613,127
1145,Estimates,Pakistan,c,586,1970-1975,1736,3360,3356,2586,1588,716,159
1146,Estimates,Pakistan,c,586,1975-1980,2030,4117,3774,2884,1863,846,199
1147,Estimates,Pakistan,c,586,1980-1985,2245,5066,4666,3218,2074,987,226
1148,Estimates,Pakistan,c,586,1985-1990,2365,5902,5803,3967,2292,1059,245
1149,Estimates,Pakistan,c,586,1990-1995,2219,6062,6183,4450,2487,1001,237
1150,Estimates,Pakistan,c,586,1995-2000,2041,6278,6381,4590,2594,1001,230
1151,Estimates,Pakistan,c,586,2000-2005,1671,6041,6278,4233,2281,895,226
1152,Estimates,Pakistan,c,586,2005-2010,1422,6506,7171,4577,2226,850,256
1153,Estimates,Sri Lanka,c,144,1950-1955,196,422,422,297,169,61,7
1154,Estimates,Sri Lanka,c,144,1955-1960,225,472,472,345,200,71,8
1155,Estimates,Sri Lanka,c,144,1960-1965,242,487,475,347,209,76,8
1156,Estimates,Sri Lanka,c,144,1965-1970,220,508,518,372,214,80,9
1157,Estimates,Sri Lanka,c,144,1970-1975,173,484,556,392,205,74,9
1158,Estimates,Sri Lanka,c,144,1975-1980,161,554,605,422,191,58,7
1159,Estimates,Sri Lanka,c,144,1980-1985,158,606,618,397,182,47,5
1160,Estimates,Sri Lanka,c,144,1985-1990,140,525,567,364,185,45,5
1161,Estimates,Sri Lanka,c,144,1990-1995,130,434,538,388,214,51,5
1162,Estimates,Sri Lanka,c,144,1995-2000,132,393,503,403,231,55,5
1163,Estimates,Sri Lanka,c,144,2000-2005,122,429,551,425,216,55,5
1164,Estimates,Sri Lanka,c,144,2005-2010,92,393,658,469,218,58,6
1165,Estimates,South-Eastern Asia,,920,1950-1955,4337,10346,10039,7280,4471,2002,419
1166,Estimates,South-Eastern Asia,,920,1955-1960,4725,11799,11844,8515,5060,2256,488
1167,Estimates,South-Eastern Asia,,920,1960-1965,5170,12969,12621,9544,5906,2433,518
1168,Estimates,South-Eastern Asia,,920,1965-1970,6080,13201,13611,10490,6362,2697,545
1169,Estimates,South-Eastern Asia,,920,1970-1975,6539,14791,13899,10405,6579,2944,596
1170,Estimates,South-Eastern Asia,,920,1975-1980,7093,16907,14964,9760,5872,2613,493
1171,Estimates,South-Eastern Asia,,920,1980-1985,6937,18184,16685,10335,5371,2192,412
1172,Estimates,South-Eastern Asia,,920,1985-1990,6326,17997,17019,11090,5499,1921,366
1173,Estimates,South-Eastern Asia,,920,1990-1995,6149,17613,16658,11134,5950,1933,231
1174,Estimates,South-Eastern Asia,,920,1995-2000,5375,15850,15943,10948,5837,1986,434
1175,Estimates,South-Eastern Asia,,920,2000-2005,5705,16136,15854,11059,5891,1824,285
1176,Estimates,South-Eastern Asia,,920,2005-2010,5767,15895,16324,11386,6005,1848,321
1177,Estimates,Brunei Darussalam,c,96,1950-1955,1,4,4,3,1,0,0
1178,Estimates,Brunei Darussalam,c,96,1955-1960,1,5,4,3,2,1,0
1179,Estimates,Brunei Darussalam,c,96,1960-1965,1,6,5,4,2,1,0
1180,Estimates,Brunei Darussalam,c,96,1965-1970,2,6,5,4,2,1,0
1181,Estimates,Brunei Darussalam,c,96,1970-1975,2,6,7,6,4,2,1
1182,Estimates,Brunei Darussalam,c,96,1975-1980,3,10,10,5,3,1,0
1183,Estimates,Brunei Darussalam,c,96,1980-1985,3,9,10,7,3,1,0
1184,Estimates,Brunei Darussalam,c,96,1985-1990,2,9,13,9,4,1,0
1185,Estimates,Brunei Darussalam,c,96,1990-1995,3,10,14,9,5,1,0
1186,Estimates,Brunei Darussalam,c,96,1995-2000,2,8,12,10,6,1,0
1187,Estimates,Brunei Darussalam,c,96,2000-2005,2,7,10,10,6,2,0
1188,Estimates,Brunei Darussalam,c,96,2005-2010,2,6,10,9,6,2,0
1189,Estimates,Cambodia,c,116,1950-1955,121,313,284,221,148,63,11
1190,Estimates,Cambodia,c,116,1955-1960,133,343,310,242,163,70,12
1191,Estimates,Cambodia,c,116,1960-1965,149,377,340,265,178,77,14
1192,Estimates,Cambodia,c,116,1965-1970,174,399,356,277,187,80,14
1193,Estimates,Cambodia,c,116,1970-1975,186,441,357,272,183,79,14
1194,Estimates,Cambodia,c,116,1975-1980,162,416,353,243,161,69,12
1195,Estimates,Cambodia,c,116,1980-1985,188,500,455,334,198,84,15
1196,Estimates,Cambodia,c,116,1985-1990,196,524,487,380,241,91,16
1197,Estimates,Cambodia,c,116,1990-1995,145,517,485,371,241,95,16
1198,Estimates,Cambodia,c,116,1995-2000,156,414,460,351,222,93,15
1199,Estimates,Cambodia,c,116,2000-2005,195,524,376,312,198,81,9
1200,Estimates,Cambodia,c,116,2005-2010,188,627,528,246,164,62,8
1201,Estimates,Indonesia,c,360,1950-1955,2783,4984,3916,2495,1313,567,150
1202,Estimates,Indonesia,c,360,1955-1960,3053,5778,4755,2992,1451,620,174
1203,Estimates,Indonesia,c,360,1960-1965,3308,6557,4822,3304,1844,606,174
1204,Estimates,Indonesia,c,360,1965-1970,3791,6201,5593,3883,1927,686,172
1205,Estimates,Indonesia,c,360,1970-1975,3912,6505,5544,4059,2153,874,220
1206,Estimates,Indonesia,c,360,1975-1980,4275,7440,5526,3707,2043,804,189
1207,Estimates,Indonesia,c,360,1980-1985,4028,8010,6087,3603,1824,707,169
1208,Estimates,Indonesia,c,360,1985-1990,3390,7558,6254,3768,1695,627,169
1209,Estimates,Indonesia,c,360,1990-1995,3159,6949,6088,3843,2029,663,76
1210,Estimates,Indonesia,c,360,1995-2000,2531,6145,6029,4164,2092,780,280
1211,Estimates,Indonesia,c,360,2000-2005,2728,6565,6406,4546,2304,613,140
1212,Estimates,Indonesia,c,360,2005-2010,2676,6530,6847,4909,2578,710,172
1213,Estimates,Lao Peoples Democratic Republic,c,418,1950-1955,46,106,103,76,46,23,6
1214,Estimates,Lao Peoples Democratic Republic,c,418,1955-1960,52,114,110,82,50,25,7
1215,Estimates,Lao Peoples Democratic Republic,c,418,1960-1965,60,128,119,87,54,28,8
1216,Estimates,Lao Peoples Democratic Republic,c,418,1965-1970,69,149,133,94,58,30,8
1217,Estimates,Lao Peoples Democratic Republic,c,418,1970-1975,78,173,156,106,63,32,9
1218,Estimates,Lao Peoples Democratic Republic,c,418,1975-1980,87,189,170,114,67,34,10
1219,Estimates,Lao Peoples Democratic Republic,c,418,1980-1985,101,213,185,124,71,36,10
1220,Estimates,Lao Peoples Democratic Republic,c,418,1985-1990,116,247,217,144,81,39,11
1221,Estimates,Lao Peoples Democratic Republic,c,418,1990-1995,126,272,238,165,91,43,11
1222,Estimates,Lao Peoples Democratic Republic,c,418,1995-2000,117,258,226,155,86,38,10
1223,Estimates,Lao Peoples Democratic Republic,c,418,2000-2005,113,241,202,128,70,29,7
1224,Estimates,Lao Peoples Democratic Republic,c,418,2005-2010,138,295,230,127,67,26,6
1225,Estimates,Malaysia,c,458,1950-1955,124,398,375,295,145,53,12
1226,Estimates,Malaysia,c,458,1955-1960,136,463,422,328,165,59,14
1227,Estimates,Malaysia,c,458,1960-1965,157,494,479,359,179,65,16
1228,Estimates,Malaysia,c,458,1965-1970,175,507,455,363,174,63,16
1229,Estimates,Malaysia,c,458,1970-1975,158,543,505,350,200,58,11
1230,Estimates,Malaysia,c,458,1975-1980,147,571,600,352,184,64,7
1231,Estimates,Malaysia,c,458,1980-1985,117,613,715,456,210,62,7
1232,Estimates,Malaysia,c,458,1985-1990,84,553,841,583,289,81,6
1233,Estimates,Malaysia,c,458,1990-1995,91,578,899,666,338,97,8
1234,Estimates,Malaysia,c,458,1995-2000,80,563,924,726,380,109,11
1235,Estimates,Malaysia,c,458,2000-2005,79,443,823,657,364,98,10
1236,Estimates,Malaysia,c,458,2005-2010,88,419,808,644,344,93,8
1237,Estimates,Myanmar,c,104,1950-1955,421,1104,1149,883,553,208,36
1238,Estimates,Myanmar,c,104,1955-1960,425,1102,1219,961,602,230,39
1239,Estimates,Myanmar,c,104,1960-1965,469,1136,1245,1044,671,256,44
1240,Estimates,Myanmar,c,104,1965-1970,608,1239,1270,1055,722,283,49
1241,Estimates,Myanmar,c,104,1970-1975,715,1519,1310,1018,691,289,51
1242,Estimates,Myanmar,c,104,1975-1980,727,1729,1556,1018,647,268,50
1243,Estimates,Myanmar,c,104,1980-1985,618,1687,1800,1214,666,280,58
1244,Estimates,Myanmar,c,104,1985-1990,488,1464,1613,1283,721,257,45
1245,Estimates,Myanmar,c,104,1990-1995,359,1281,1500,1267,756,255,36
1246,Estimates,Myanmar,c,104,1995-2000,310,1186,1489,1249,731,244,37
1247,Estimates,Myanmar,c,104,2000-2005,253,1094,1360,1150,717,243,38
1248,Estimates,Myanmar,c,104,2005-2010,199,976,1344,1166,743,247,36
1249,Estimates,Philippines,c,608,1950-1955,345,1156,1317,1045,726,299,66
1250,Estimates,Philippines,c,608,1955-1960,395,1356,1467,1118,788,325,79
1251,Estimates,Philippines,c,608,1960-1965,446,1528,1692,1224,829,347,85
1252,Estimates,Philippines,c,608,1965-1970,536,1669,1845,1367,880,354,88
1253,Estimates,Philippines,c,608,1970-1975,606,1953,1957,1450,957,367,87
1254,Estimates,Philippines,c,608,1975-1980,667,2319,2320,1542,979,377,82
1255,Estimates,Philippines,c,608,1980-1985,713,2500,2633,1795,987,370,78
1256,Estimates,Philippines,c,608,1985-1990,770,2708,2815,2049,1133,369,71
1257,Estimates,Philippines,c,608,1990-1995,874,2909,2948,2105,1207,392,47
1258,Estimates,Philippines,c,608,1995-2000,939,3114,3202,2095,1293,414,50
1259,Estimates,Philippines,c,608,2000-2005,1145,3435,3262,2125,1273,486,51
1260,Estimates,Philippines,c,608,2005-2010,1246,3366,3102,2141,1163,466,64
1261,Estimates,Singapore,c,702,1950-1955,26,78,75,48,31,12,0
1262,Estimates,Singapore,c,702,1955-1960,26,85,90,60,34,13,2
1263,Estimates,Singapore,c,702,1960-1965,18,84,85,62,33,12,0
1264,Estimates,Singapore,c,702,1965-1970,17,72,82,47,22,8,1
1265,Estimates,Singapore,c,702,1970-1975,16,74,85,43,17,4,0
1266,Estimates,Singapore,c,702,1975-1980,8,59,82,38,9,1,0
1267,Estimates,Singapore,c,702,1980-1985,7,55,91,49,13,2,0
1268,Estimates,Singapore,c,702,1985-1990,5,47,104,73,23,3,0
1269,Estimates,Singapore,c,702,1990-1995,5,37,110,95,34,4,0
1270,Estimates,Singapore,c,702,1995-2000,4,27,95,94,38,6,0
1271,Estimates,Singapore,c,702,2000-2005,5,24,77,87,38,6,0
1272,Estimates,Singapore,c,702,2005-2010,5,23,71,93,44,7,0
1273,Estimates,Thailand,c,764,1950-1955,361,1228,1237,895,620,291,63
1274,Estimates,Thailand,c,764,1955-1960,385,1409,1486,1076,705,320,70
1275,Estimates,Thailand,c,764,1960-1965,425,1503,1709,1294,849,366,77
1276,Estimates,Thailand,c,764,1965-1970,522,1675,1793,1422,978,437,86
1277,Estimates,Thailand,c,764,1970-1975,624,1890,1735,1223,885,425,82
1278,Estimates,Thailand,c,764,1975-1980,736,2037,1727,995,636,325,65
1279,Estimates,Thailand,c,764,1980-1985,812,1987,1637,886,454,208,47
1280,Estimates,Thailand,c,764,1985-1990,801,1854,1501,838,397,139,36
1281,Estimates,Thailand,c,764,1990-1995,747,1718,1423,826,380,115,27
1282,Estimates,Thailand,c,764,1995-2000,642,1434,1312,854,385,108,19
1283,Estimates,Thailand,c,764,2000-2005,555,1203,1187,872,403,106,13
1284,Estimates,Thailand,c,764,2005-2010,504,1020,1045,822,395,101,8
1285,Estimates,Timor-Leste,c,626,1950-1955,8,29,29,21,13,3,1
1286,Estimates,Timor-Leste,c,626,1955-1960,8,31,31,23,14,4,1
1287,Estimates,Timor-Leste,c,626,1960-1965,9,33,33,25,15,4,1
1288,Estimates,Timor-Leste,c,626,1965-1970,10,36,34,26,16,5,1
1289,Estimates,Timor-Leste,c,626,1970-1975,9,36,35,25,16,4,1
1290,Estimates,Timor-Leste,c,626,1975-1980,8,30,28,20,12,3,1
1291,Estimates,Timor-Leste,c,626,1980-1985,10,41,38,27,16,4,1
1292,Estimates,Timor-Leste,c,626,1985-1990,10,42,42,30,17,5,1
1293,Estimates,Timor-Leste,c,626,1990-1995,11,50,51,38,22,6,1
1294,Estimates,Timor-Leste,c,626,1995-2000,14,50,52,40,27,10,3
1295,Estimates,Timor-Leste,c,626,2000-2005,17,49,40,34,24,12,5
1296,Estimates,Timor-Leste,c,626,2005-2010,20,61,46,29,22,11,5
1297,Estimates,Viet Nam,c,704,1950-1955,101,946,1549,1298,874,482,74
1298,Estimates,Viet Nam,c,704,1955-1960,112,1113,1949,1631,1086,589,89
1299,Estimates,Viet Nam,c,704,1960-1965,128,1122,2093,1877,1250,671,100
1300,Estimates,Viet Nam,c,704,1965-1970,175,1248,2044,1952,1396,749,111
1301,Estimates,Viet Nam,c,704,1970-1975,232,1650,2207,1851,1411,812,120
1302,Estimates,Viet Nam,c,704,1975-1980,273,2107,2593,1724,1133,667,76
1303,Estimates,Viet Nam,c,704,1980-1985,339,2567,3035,1840,929,437,27
1304,Estimates,Viet Nam,c,704,1985-1990,464,2990,3131,1934,897,309,11
1305,Estimates,Viet Nam,c,704,1990-1995,631,3291,2902,1750,847,262,7
1306,Estimates,Viet Nam,c,704,1995-2000,580,2651,2143,1210,577,183,9
1307,Estimates,Viet Nam,c,704,2000-2005,614,2550,2111,1137,495,148,12
1308,Estimates,Viet Nam,c,704,2005-2010,701,2573,2294,1199,479,124,14
1309,Estimates,Western Asia,,922,1950-1955,1659,4206,3358,2012,1075,461,101
1310,Estimates,Western Asia,,922,1955-1960,1692,4375,3785,2327,1112,458,107
1311,Estimates,Western Asia,,922,1960-1965,1860,4570,4081,2711,1317,500,114
1312,Estimates,Western Asia,,922,1965-1970,2229,4858,4155,2877,1521,585,131
1313,Estimates,Western Asia,,922,1970-1975,2516,5797,4387,2921,1661,672,162
1314,Estimates,Western Asia,,922,1975-1980,2598,6536,5112,3046,1712,742,206
1315,Estimates,Western Asia,,922,1980-1985,2701,6930,5870,3596,1863,792,239
1316,Estimates,Western Asia,,922,1985-1990,2636,7011,6171,4015,2056,787,243
1317,Estimates,Western Asia,,922,1990-1995,2652,6974,6321,4280,2265,838,213
1318,Estimates,Western Asia,,922,1995-2000,2575,6941,6593,4514,2422,869,196
1319,Estimates,Western Asia,,922,2000-2005,2333,6913,7097,4572,2502,862,183
